ImageId,EncodedPixels
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,239900 9 240417 15 240936 18 241455 20 241974 21 242494 22 243013 23 243532 25 244052 26 244572 27 245092 27 245612 28 246132 28 246652 29 247172 30 247692 30 248213 30 248733 30 249254 30 249774 30 250295 29 250815 29 251335 29 251855 29 252376 28 252896 28 253416 28 253937 27 254458 26 254979 25 255499 25 256020 24 256540 24 257060 24 257580 24 258100 24 258620 24 259141 23 259662 22 260183 21 260704 20 261224 19 261744 19 262265 17 262788 11
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,222 1 737 30 1255 36 1774 38 2293 39 2812 41 3331 42 3850 43 4370 43 4889 43 5408 44 5928 43 6447 43 6966 44 7485 44 8004 44 8522 44 9040 29 9073 11 9559 28 9598 2 10078 28 10597 28 11117 27 11636 27 12156 26 12675 26 13196 25 13716 24 14236 24 14757 22 15277 21 15798 19 16319 17 16842 12
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,156221 3 156739 7 157258 9 157776 13 158294 17 158812 20 159330 23 159849 25 160368 26 160887 28 161402 34 161921 35 162440 36 162959 38 163479 38 163998 39 164517 40 165036 41 165556 42 166076 43 166596 43 167117 43 167637 43 168157 44 168677 44 169198 42 169718 42 170239 41 170759 41 171280 40 171800 39 172320 38 172840 37 173360 36 173880 36 174401 34 174922 31 175443 26 175964 23 176485 21 177006 19 177527 17 178050 10
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,161502 18 162020 21 162539 23 163059 23 163577 25 164095 27 164614 28 165133 29 165652 30 166171 31 166690 32 167209 33 167729 33 168248 34 168767 35 169287 34 169806 35 170326 34 170846 33 171365 33 171885 33 172405 32 172924 32 173443 32 173962 33 174482 32 175002 32 175522 32 176042 31 176561 32 177081 31 177602 29 178122 28 178642 26 179163 24 179683 23 180204 22 180726 18 181254 2
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,922 6 1440 14 1489 6 1958 18 2002 15 2477 22 2515 24 2996 26 3032 30 3515 32 3550 33 4035 69 4554 70 5074 71 5595 71 6115 72 6635 72 7155 73 7675 73 8195 74 8715 74 9235 75 9756 75 10276 75 10797 74 11318 73 11839 72 12359 73 12880 72 13401 70 13922 69 14446 64 14969 60 15490 59 16011 57 16533 54 17060 45 17586 37 18108 33 18630 30 19152 27 19679 15
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,220888 5 221406 9 221925 11 222444 12 222963 14 223482 16 224001 18 224520 19 225040 20 225560 20 226079 21 226599 22 227119 23 227639 23 228159 23 228678 25 229198 25 229717 26 230237 26 230756 28 231276 28 231796 29 232316 30 232835 31 233355 32 233875 32 234395 33 234915 34 235435 35 235955 36 236475 36 236995 36 237515 36 238035 37 238555 37 239075 37 239595 37 240115 37 240635 37 241155 37 241675 37 242195 37 242716 36 243236 36 243756 36 244277 35 244798 34 245318 34 245838 34 246359 33 246879 33 247399 33 247919 33 248439 33 248959 33 249479 33 249999 33 250519 33 251039 33 251560 32 252080 32 252600 32 253120 32 253641 31 254162 29 254682 29 255203 28 255723 28 256243 28 256764 26 257284 25 257805 24 258326 22 258847 21 259368 19 259888 18 260412 11
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,116393 13 116911 17 117430 19 117949 20 118467 23 118984 28 119501 31 120020 33 120540 34 121059 35 121577 37 122096 39 122615 40 123134 41 123654 41 124172 43 124689 46 125208 47 125728 46 126247 47 126766 49 127286 49 127804 51 128324 51 128843 52 129363 52 129883 52 130402 53 130922 53 131441 54 131961 53 132480 54 133000 53 133520 53 134040 52 134559 53 135079 53 135599 52 136119 52 136639 51 137159 50 137679 50 138199 49 138720 48 139240 47 139760 47 140280 46 140801 44 141322 42 141843 39 142363 37 142884 35 143404 35 143925 33 144448 29 144970 26 145492 23 146013 21 146539 14 147067 4
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,138784 13 139301 23 139820 26 140339 32 140858 37 141377 43 141895 48 142414 50 142933 52 143452 54 143972 55 144491 57 145010 58 145529 60 146049 60 146568 61 147088 61 147607 62 148127 63 148646 64 149166 64 149685 65 150205 64 150724 65 151244 65 151764 65 152269 1 152284 65 152784 8 152804 38 152847 21 153302 11 153324 35 153369 18 153821 13 153844 34 153891 16 154340 14 154364 33 154412 14 154859 16 154884 32 154933 12 155379 16 155404 31 155457 6 155898 18 155924 28 156417 19 156444 27 156937 20 156963 26 157456 22 157482 26 157976 51 158496 49 159016 48 159536 47 160056 46 160576 45 161096 45 161617 43 162137 43 162657 42 163178 41 163698 41 164219 40 164739 40 165260 38 165780 38 166301 38 166822 37 167343 36 167863 37 168384 36 168905 36 169425 36 169947 35 170468 35 170989 35 171510 34 172031 33 172554 30 173078 26 173599 25 174121 23 174642 22 175164 19 175688 14 176212 8 176734 4
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,280766 9 281285 12 281804 14 282322 17 282839 22 283352 31 283869 35 284388 36 284907 38 285426 39 285945 40 286464 42 286983 43 287502 45 288021 46 288541 46 289060 47 289579 48 290098 48 290617 49 291137 49 291656 49 292175 50 292694 51 293214 50 293733 51 294253 50 294772 50 295292 49 295812 49 296332 48 296852 47 297372 46 297892 45 298412 44 298932 43 299452 42 299973 39 300493 38 301013 36 301533 36 302054 34 302575 31 303097 26 303618 23 304139 21 304660 19 305182 12
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,311434 9 311953 12 312472 15 312992 15 313511 17 314026 22 314542 26 315061 28 315580 29 316099 30 316618 31 317137 32 317656 33 318176 33 318696 33 319216 33 319735 34 320255 33 320775 33 321294 34 321814 34 322334 33 322853 33 323373 32 323893 32 324413 31 324934 29 325454 27 325974 24 326495 22 327015 22 327536 20 328058 15
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,79525 10 80042 16 80561 19 81080 21 81600 22 82118 25 82634 31 83153 33 83673 34 84192 36 84711 37 85229 39 85748 41 86267 42 86787 42 87306 43 87825 44 88345 45 88864 46 89384 46 89904 46 90423 47 90943 47 91462 48 91982 48 92502 48 93022 49 93542 50 94062 51 94582 51 95102 51 95622 52 96143 52 96663 53 97183 53 97704 53 98224 53 98745 52 99266 50 99787 49 100308 47 100828 47 101349 44 101872 40 102399 30 102920 27 103441 25 103962 23 104485 18
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,11942 11 12461 14 12980 16 13500 16 14019 18 14538 19 15057 20 15577 21 16096 22 16616 22 17136 23 17656 23 18175 24 18695 24 19215 24 19734 25 20254 25 20774 25 21294 24 21814 24 22334 23 22854 22 23375 20 23895 19 24415 19 24936 17 25458 14
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,116984 3 117502 6 118021 8 118541 9 119060 13 119580 15 120099 17 120619 18 121139 18 121658 19 122178 19 122698 20 123218 20 123738 20 124258 21 124778 21 125299 20 125819 20 126339 20 126860 19 127380 17 127901 13 128422 11 128943 9 129465 5
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,257913 6 258431 9 258950 10 259469 12 259988 13 260507 14 261026 15 261545 16 262065 16 262585 16 263105 16 263625 16 264145 16 264665 16 265185 16 265705 16 266225 16 266745 16 267265 16 267786 15 268306 15 268827 14 269348 13 269869 12 270389 12 270910 10 271431 9 271954 6 272478 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34307 6 34563 7 34818 9 35074 9 35330 9 35586 9 35842 9 36097 10 36353 8 36609 8 36866 3
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,57869 5 58124 7 58378 10 58633 12 58889 12 59145 12 59401 12 59657 12 59913 11 60169 10 60425 10 60681 10 60939 7 61196 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,28274 5 28529 7 28784 9 29040 9 29296 9 29552 9 29809 8 30065 7
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,31353 7 31609 8 31864 9 32119 10 32376 9 32632 9 32889 8 33146 6
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,38078 6 38333 8 38589 8 38844 9 39099 10 39354 11 39607 13 39862 13 40117 11 40373 10 40629 8 40885 8 41142 7 41399 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,37585 6 37841 8 38096 13 38351 14 38607 15 38863 15 39119 15 39375 14 39631 14 39887 14 40142 15 40397 16 40653 16 40909 16 41165 16 41421 16 41677 16 41934 15 42191 12 42448 11 42706 7 42963 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,44243 6 44498 8 44753 10 45009 10 45265 10 45521 10 45777 10 46033 10 46289 10 46545 10 46803 8 47059 7
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,43498 3 43747 12 44002 14 44257 16 44512 17 44767 18 45023 18 45279 19 45535 19 45791 18 46048 17 46306 15 46569 8 46826 7 47083 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,39653 5 39909 6 40164 7 40420 7 40675 8 40931 8 41187 8 41443 7 41700 5 41957 2
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34794 3 35048 7 35058 5 35303 17 35559 18 35815 18 36071 18 36327 18 36584 17 36841 16 37097 16 37353 16 37610 15 37866 14 38123 12 38379 10 38637 7 38895 4
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,18687 1 18941 4 19197 4 19453 4 19709 4 19965 4 20221 4 20478 3 20733 4 20989 4 21245 4 21501 4 21757 4 22013 4 22270 3 22526 3
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,7 13 262 15 519 14 775 14 1032 12 1289 10 1549 3
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,48669 5 48924 7 49179 9 49435 10 49691 10 49947 10 50203 10 50459 10 50715 10 50971 11 51228 10 51484 10 51741 9 51997 8 52255 5
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,23078 3 23333 5 23587 9 23843 9 24098 11 24353 12 24609 12 24865 12 25121 12 25377 12 25633 12 25889 12 26145 12 26402 11 26659 9 26915 8
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,47926 3 48180 7 48435 9 48691 10 48947 10 49202 11 49457 13 49713 13 49969 13 50225 13 50482 12 50738 11 50995 10 51251 10 51508 8
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,25687 4 25942 7 26197 9 26453 10 26709 10 26965 10 27221 10 27477 10 27733 10 27989 10 28245 10 28502 9 28759 6 29017 3
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,48221 6 48476 8 48731 10 48986 11 49241 12 49497 12 49752 12 50008 12 50265 10 50521 9 50777 8 51034 6
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,64673 4 64928 6 65183 9 65439 8
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,9399 3 9653 6 9907 10 10163 11 10418 13 10673 14 10929 14 11185 15 11441 15 11697 15 11953 15 12209 15 12466 14 12722 14 12979 12 13235 12 13493 10 13749 9
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,54465 8 54720 11 54974 13 55229 15 55485 15 55741 15 55996 16 56252 16 56508 15 56765 14 57021 12 57278 10 57536 5
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,3277 4 3531 7 3787 8 4042 10 4298 10 4554 11 4810 11 5067 10 5323 10 5579 10 5835 10 6092 8 6350 4
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,36836 4 37090 8 37345 10 37600 11 37856 12 38112 12 38368 12 38624 12 38881 11 39137 11 39393 11 39649 10 39905 10 40163 7 40419 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,37150 4 37403 9 37659 10 37913 13 38169 13 38424 15 38680 15 38935 16 39191 16 39447 16 39703 16 39959 16 40215 16 40471 16 40728 14 40984 14 41241 12 41497 12 41753 12 42011 9 42267 8
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,36933 2 37189 3 37445 3 37702 1
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,54863 8 55117 11 55372 13 55627 14 55881 17 56137 17 56392 18 56647 19 56903 19 57159 19 57414 19 57670 19 57926 19 58182 19 58438 18 58694 17 58950 17 59207 15 59463 14 59720 11 59978 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,40018 9 40273 10 40528 12 40783 14 41039 14 41295 14 41551 14 41806 15 42062 15 42318 15 42574 14 42830 14 43086 13 43342 13 43599 11 43855 10 44113 7 44370 4
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,21099 6 21354 8 21609 10 21865 10 22121 10 22377 10 22632 11 22888 11 23143 12 23399 12 23655 11 23911 11 24167 10 24423 10 24679 10 24936 8 25193 6 25450 4
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,48784 9 49039 11 49294 13 49549 14 49805 14 50060 15 50316 16 50572 15 50827 16 51083 16 51340 14 51596 14 51852 13 52109 12 52365 11 52621 10 52879 7 53136 5
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,12994 6 13249 8 13503 12 13759 12 14015 12 14270 14 14526 14 14782 14 15038 14 15294 14 15550 14 15806 14 16063 13 16319 12 16575 12 16831 12 17089 8 17346 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,33231 2 33486 4 33742 5 33999 4 34256 2
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,44257 5 44512 8 44765 12 45019 14 45274 16 45529 17 45784 18 46040 18 46295 19 46551 19 46806 20 47062 19 47318 19 47574 19 47830 18 48086 18 48343 16 48599 15 48856 12 49113 10
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,28659 4 28912 9 29167 11 29422 13 29677 14 29933 14 30189 15 30445 15 30701 15 30957 14 31213 14 31469 14 31725 14 31982 13 32238 13 32495 12 32751 11 33008 9 33265 7
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,65278 3 65534 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,17648 5 18167 6 18686 6 19204 7 19724 7 20242 8 20762 6 21281 6 21799 7 22318 7 22837 7 23357 6 23876 6 24395 6 24913 8 25432 8 25952 7 26471 8 26990 8 27509 8 28028 7 28550 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,21830 6 22347 13 22866 16 23385 17 23904 19 24423 19 24942 19 25461 20 25979 8 25996 3 26497 8 27015 8 27534 8 28053 8 28073 1 28571 9 28592 2 29090 10 29110 5 29609 11 29627 8 30128 26 30647 27 31166 27 31684 28 32203 28 32722 29 33240 30 33760 17 34279 14 34798 13 35317 14 35813 3 35836 15 36332 5 36355 15 36851 6 36874 16 37370 6 37393 18 37889 7 37913 18 38408 7 38432 20 38927 7 38951 20 39446 7 39471 1 39480 11 39966 8 40002 9 40485 10 40522 8 41005 10 41042 6 41524 10 41561 6 42043 11 42080 6 42563 10 42598 7 43082 10 43116 8 43601 9 43633 11 44120 9 44149 15 44639 9 44664 19 45158 10 45181 21 45677 11 45699 23 46196 12 46217 24 46715 14 46733 27 47234 46 47753 47 48273 29 48304 16 48792 47 49311 47 49830 47 50349 47 50868 23 50897 16 51388 20 51418 13 51907 20 51938 12 52427 20 52458 11 52946 20 52979 9 53465 21 53500 5 53983 22 54501 23 55018 25 55536 26 56055 25 56574 23 57093 12 57611 12 58130 11 58649 11 59168 11 59687 13 60206 15 60725 16 61244 17 61764 18 62283 19 62803 20 63322 21 63842 20 64362 19 64881 20 65399 20 65918 20 66437 20 66956 20 67475 20 67994 20 68513 20 69032 20 69551 20 70070 20 70588 21 71107 22 71626 22 72145 22 72664 22 73184 21 73708 16 74230 13 74749 13 75269 12 75788 12 76308 11 76829 10 77349 9 77870 7 78392 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,79432 5 79950 8 80468 10 80987 10 81505 12 82024 12 82543 12 83065 8
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,57168 10 57685 15 58204 17 58722 19 59242 19 59761 21 60280 22 60799 24 61317 27 61836 28 62355 29 62874 30 63394 30 63913 30 64433 30 64918 10 64952 31 65436 12 65471 31 65954 13 65990 32 66473 14 66510 31 66992 15 67029 32 67510 17 67548 32 68029 17 68068 31 68547 19 68588 30 69065 20 69108 30 69584 20 69628 29 70103 21 70147 29 70623 19 70665 30 71143 20 71184 29 71663 20 71702 30 72182 20 72220 31 72701 21 72739 30 73221 20 73257 30 73740 20 73776 29 74259 19 74295 28 74778 20 74814 27 75299 18 75332 13 75353 4 75819 17 75851 12 76338 18 76368 13 76857 20 76887 12 77376 21 77405 13 77896 40 78424 31 78947 26 79468 24 79988 21 80507 21 81027 19 81547 18 82067 17 82588 14 83111 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,78931 3 79449 6 79968 8 80487 8 81006 9 81524 12 82043 13 82562 13 83083 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,577 8 1098 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,600 8 1118 10 1638 9 2157 9 2676 10 3195 11 3714 12 4233 11 4753 10 5273 9 5792 10 6312 9 6831 9 7351 9 7870 10 8390 11 8909 11 9428 12 9947 12 10467 11 10987 10 11507 9 12026 9 12545 10 13065 10 13584 11 14103 11 14623 11 15142 11 15662 12 16181 12 16702 11 17221 11 17741 11 18260 12 18780 13 19300 13 19820 11 20340 12 20860 12 21379 13 21899 12 22418 13 22938 12 23458 11 23979 7 24500 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,37459 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,39036 3 39537 4 39552 10 40057 6 40068 14 40577 25 41097 24 41617 23 42136 24 42656 23 43176 22 43696 20 44216 18 44736 17 45255 16 45776 14 46297 11 46817 9 47339 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,2188 1 2703 7 3221 8 3741 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,1146 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,24515 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,29203 2 29711 4 29716 9 30230 14 30749 16 31268 17 31787 18 32306 19 32825 19 33346 18 33865 19 34385 19 34904 20 35424 20 35944 21 36464 21 36984 20 37503 21 38022 21 38542 22 39062 21 39582 21 40102 21 40621 21 41141 20 41661 20 42181 20 42701 19 43220 19 43740 17 44261 14 44781 12 45301 11 45822 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,69162 7 69680 9 70198 12 70717 14 71237 13 71756 14 72275 15 72794 16 73314 16 73833 16 74352 16 74872 16 75392 18 75912 19 76431 21 76949 22 77468 23 77987 25 78506 26 79025 27 79544 28 80064 29 80584 28 81105 26 81623 27 82143 26 82664 24 83187 18
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,5356 5 5873 10 6392 11 6911 11 7430 12 7949 14 8468 15 8987 15 9506 15 10025 15 10543 16 11062 16 11581 16 12100 16 12619 17 13138 17 13657 17 14177 16 14696 17 15217 17 15737 16 16256 16 16775 17 17294 17 17813 17 18333 16 18853 15 19373 14 19893 13 20413 11 20936 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,31834 5 32352 7 32872 5 33391 5 33910 6 34428 8 34947 9 35466 9 35986 8 36505 7 37026 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,706 14 1223 17 1741 17 2260 17 2779 18 3297 20 3816 20 4335 20 4854 21 5373 21 5893 19 6412 19 6933 15 7454 12 7975 8
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,30821 7 31339 10 31857 13 32375 15 32894 15 33413 15 33932 16 34451 16 34971 17 35491 16 36010 17 36530 16 37049 16 37568 16 38087 17 38606 18 39126 17 39646 16 40166 15 40685 16 41205 15 41724 16 42243 16 42762 16 43281 16 43801 15 44320 15 44839 15 45358 15 45877 15 46395 16 46914 16 47429 19 47944 19 48462 16 48980 16 49498 17 50016 18 50535 18 51054 17 51573 17 52091 17 52610 16 53129 16 53648 16 54167 16 54687 15 55206 15 55725 15 56246 12 56767 8
