ImageId,EncodedPixels
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,116392 17 116910 21 117429 22 117948 24 118466 27 118981 33 119499 36 120018 38 120537 39 121056 40 121574 42 122093 43 122612 44 123131 45 123651 45 124170 45 124689 46 125208 47 125727 48 126247 48 126766 49 127285 50 127804 51 128323 53 128843 53 129363 53 129883 53 130403 53 130922 54 131442 53 131962 53 132481 53 133000 54 133520 53 134040 52 134559 53 135079 52 135599 52 136119 51 136639 50 137159 49 137679 49 138199 49 138719 48 138786 13 139240 47 139301 23 139760 46 139819 27 140280 45 140339 28 140801 44 140858 31 141322 42 141377 41 141842 41 141896 49 142363 39 142415 52 142884 37 142935 53 143404 36 143454 54 143925 35 143973 56 144447 32 144492 57 144970 29 145010 59 145491 27 145529 61 146012 26 146049 61 146533 25 146568 63 147065 14 147087 64 147587 13 147605 66 148108 13 148123 69 148628 84 149148 84 149666 86 150185 87 150704 87 151223 88 151742 89 152261 89 152780 61 152849 21 153299 60 153372 17 153818 60 153893 16 154337 60 154413 15 154857 60 154934 14 155377 58 155456 11 155896 57 156416 56 156936 55 157456 54 157976 52 158496 49 159016 47 159536 46 160056 45 160576 45 161096 45 161616 45 162136 44 162656 44 163177 43 163697 43 164218 42 164739 41 165259 41 165780 40 166300 40 166821 39 167342 38 167863 37 168384 37 168904 37 169425 37 169946 38 170467 38 170988 38 171509 37 172030 36 172553 33 173078 28 173600 26 174122 24 174643 23 175165 19 175690 13 176212 10 176733 7 177255 4
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,280249 7 280765 14 281284 16 281803 18 282322 19 282839 24 283348 36 283866 39 284385 40 284904 41 285423 43 285941 45 286460 47 286980 48 287499 49 288018 50 288537 50 289056 51 289576 51 290095 52 290614 52 291133 53 291653 52 292172 53 292692 53 293212 52 293731 53 294251 52 294771 51 295290 51 295810 51 296330 50 296850 49 297370 48 297889 48 298409 48 298930 46 299451 44 299971 43 300491 41 301012 39 301532 38 302053 36 302574 33 303096 28 303618 24 304139 22 304660 20 305182 15
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,311440 3 311957 8 312476 9 312995 11 313514 13 314028 20 314541 27 315061 27 315580 29 316099 30 316618 31 317137 32 317656 33 318176 33 318696 33 319215 34 319735 34 320255 34 320774 35 321293 36 321813 35 322333 35 322853 35 323372 36 323892 36 324412 35 324932 34 325453 30 325973 28 326493 27 327013 27 327535 24 328057 19
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,79525 14 80042 20 80561 22 81081 23 81600 25 82118 28 82634 33 83153 35 83672 36 84191 38 84711 38 85227 42 85745 44 86265 45 86784 46 87304 46 87824 46 88344 46 88864 46 89383 47 89903 47 90423 47 90942 48 91461 49 91981 49 92501 50 93021 50 93541 51 94061 52 94581 52 95101 53 95622 52 96142 53 96663 53 97183 54 97704 53 98224 53 98745 51 99265 51 99786 50 100307 48 100828 46 101349 44 101872 40 102401 28 102924 23 103445 21 103966 19 104489 14
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,11425 4 11941 12 12460 14 12980 16 13499 19 14018 21 14538 22 15057 23 15577 24 16096 25 16616 25 17136 25 17655 26 18174 27 18694 27 19213 28 19733 28 20253 28 20773 28 21292 29 21813 27 22333 27 22853 27 23373 27 23893 26 24413 26 24934 24 25456 20 25981 13 26505 7 27028 3
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,116985 4 117504 6 118024 7 118543 10 119062 15 119581 18 120100 20 120620 20 121140 20 121659 21 122179 22 122698 23 123218 23 123738 23 124258 23 124778 23 125298 23 125818 23 126338 23 126859 22 127381 20 127902 18 128425 15 128946 14 129468 11 129991 4
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,256877 2 257393 7 257910 10 258429 12 258949 12 259468 13 259988 13 260507 14 261026 15 261545 16 262065 16 262585 16 263105 16 263625 16 264145 16 264665 16 265185 16 265705 16 266225 16 266745 16 267265 16 267785 16 268306 15 268827 14 269348 13 269868 13 270389 12 270909 11 271430 10 271953 7 272478 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34306 7 34561 9 34817 10 35073 10 35329 10 35585 10 35841 10 36097 10 36353 9 36609 8 36865 4 37122 2
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,57869 5 58123 8 58377 12 58633 12 58889 12 59145 12 59401 12 59657 12 59913 11 60169 10 60425 10 60681 10 60939 7 61196 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,28273 6 28529 7 28784 9 29039 10 29295 10 29551 10 29808 9 30065 8 30323 4 30580 2
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,31353 8 31609 8 31864 9 32119 10 32375 10 32632 9 32889 8 33145 8
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,38077 8 38333 8 38588 10 38843 11 39098 12 39353 12 39607 14 39863 14 40117 11 40373 10 40629 9 40885 8 41141 8 41397 8 41656 2
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,37585 7 37840 10 38095 14 38351 14 38607 14 38863 14 39119 14 39375 15 39631 15 39887 14 40143 14 40398 15 40653 16 40909 16 41165 16 41421 16 41677 16 41934 15 42191 14 42448 12 42705 10 42962 9
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,44242 9 44497 10 44753 10 45009 10 45265 10 45521 10 45777 10 46033 11 46289 12 46545 12 46802 10 47059 8
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,43747 12 44002 13 44257 15 44512 17 44767 18 45023 18 45279 19 45535 19 45791 19 46048 18 46312 10 46569 9 46825 8 47083 6
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,39653 6 39908 7 40164 8 40419 9 40675 9 40931 9 41187 8 41443 8 41699 7 41957 4
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34538 3 34793 5 35047 16 35303 17 35559 18 35815 18 36071 18 36327 18 36585 16 36841 16 37097 16 37353 16 37610 15 37866 15 38123 12 38380 10 38637 8 38895 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,18943 2 19197 4 19453 4 19709 4 19965 4 20222 3 20479 2 20735 2 20990 3 21245 4 21501 4 21757 4 22013 4 22269 4 22526 3
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,6 15 261 16 518 15 775 14 1032 13 1289 11 1547 7 1805 4
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,48668 7 48924 7 49179 9 49435 10 49691 10 49947 10 50203 10 50459 10 50715 11 50971 11 51227 12 51484 11 51741 9 51997 8 52255 4 52512 2
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,23077 5 23332 7 23587 9 23843 10 24097 12 24353 12 24609 12 24865 12 25121 12 25377 12 25633 12 25889 12 26145 12 26401 12 26658 10 26915 8 27173 4
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,47671 2 47925 5 48180 8 48435 10 48691 10 48947 10 49202 12 49458 12 49713 14 49969 14 50225 13 50481 13 50738 11 50995 10 51251 10 51508 8 51766 3
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,25687 6 25942 7 26197 9 26453 10 26709 10 26965 10 27221 10 27477 10 27733 10 27989 10 28245 10 28502 9 28759 7 29016 5
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,48221 7 48476 9 48731 10 48986 11 49241 12 49497 12 49752 12 50008 11 50265 10 50521 10 50777 8 51034 6
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,64674 4 64928 7 65183 10 65439 10
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,9398 5 9653 7 9907 11 10163 11 10418 13 10674 13 10929 15 11185 16 11441 16 11697 16 11953 16 12209 16 12465 16 12722 15 12979 13 13235 13 13493 10 13749 10 14008 4
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,54465 9 54720 11 54975 12 55230 14 55485 15 55741 15 55997 15 56252 15 56508 15 56765 14 57021 12 57278 10 57536 5
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,3276 7 3531 8 3787 9 4042 10 4298 11 4553 12 4810 11 5066 11 5323 10 5579 10 5835 10 6091 10 6349 6 6607 3
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,36581 2 36836 5 37090 9 37345 10 37601 11 37856 12 38112 13 38367 14 38624 13 38880 13 39137 12 39393 11 39649 11 39905 10 40163 7 40419 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,24855 2
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,37150 5 37403 10 37658 11 37913 13 38169 14 38424 15 38679 16 38935 16 39191 16 39447 16 39703 16 39959 16 40215 16 40471 16 40727 16 40983 16 41240 15 41497 13 41753 12 42010 11 42267 9 42525 4
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,36932 4 37188 5 37444 5 37701 3
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,54862 10 55117 12 55371 14 55627 15 55881 18 56137 18 56391 20 56647 20 56903 20 57159 20 57414 20 57669 21 57925 20 58181 20 58437 20 58693 20 58949 18 59206 17 59463 14 59719 14 59977 9 60234 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,39764 5 40017 10 40273 11 40528 13 40783 14 41039 14 41294 15 41550 15 41805 16 42061 16 42317 16 42573 16 42829 16 43085 15 43341 14 43598 13 43855 11 44112 9 44369 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,21099 6 21354 8 21609 10 21865 10 22121 10 22377 10 22632 11 22888 11 23143 12 23399 12 23655 12 23911 11 24167 10 24423 10 24679 10 24935 9 25193 6 25449 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,48784 9 49039 11 49294 13 49549 14 49805 14 50060 16 50316 16 50571 17 50827 16 51083 16 51339 16 51595 15 51852 13 52108 13 52365 11 52621 11 52878 9 53135 7
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,12994 6 13249 8 13504 11 13759 12 14015 13 14271 13 14527 13 14782 14 15038 14 15294 15 15550 15 15806 15 16062 14 16318 14 16575 12 16831 12 17088 10 17345 8
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,33230 3 33486 3 33742 4 33999 2
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,44258 4 44513 6 44765 12 45020 13 45274 15 45529 16 45785 17 46040 18 46295 19 46551 19 46807 18 47063 18 47318 19 47574 19 47830 18 48087 16 48343 16 48599 15 48857 10 49114 8
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,28659 3 28912 9 29167 10 29423 11 29678 13 29934 13 30190 13 30446 13 30701 14 30957 14 31213 14 31469 14 31726 13 31982 13 32239 12 32495 11 32751 10 33009 7 33266 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,14015 3 14533 7 15052 7 15571 8 16090 8 16609 8 17128 8 17647 9 18166 9 18685 9 19204 9 19723 9 20242 9 20761 9 21280 8 21799 8 22318 8 22837 8 23356 8 23875 9 24394 9 24913 10 25432 11 25951 12 26470 12 26989 12 27508 12 28027 12 28546 12 29066 11 29585 11 30104 10 30624 9 31144 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,2 4 521 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,16642 2 17160 3 17677 6 18195 7 18714 8 19233 7 19752 7 20271 5 20790 6 21308 9 21826 15 22345 19 22865 20 23384 20 23903 22 24422 24 24941 24 25459 26 25976 28 26495 30 27013 32 27532 32 28051 32 28570 32 29089 32 29607 33 30125 34 30644 34 31163 34 31681 35 32200 36 32719 36 33238 36 33757 35 34257 1 34276 21 34299 12 34775 2 34795 20 34822 6 35294 4 35315 19 35813 6 35835 18 36332 6 36355 17 36851 7 36874 17 37370 7 37393 18 37889 8 37912 20 38408 9 38430 22 38927 10 38947 26 39446 11 39464 30 39965 49 40485 48 41004 48 41523 48 42042 48 42561 47 43080 47 43599 47 44118 47 44637 47 45157 46 45676 47 46195 48 46714 49 47233 50 47753 49 48272 49 48791 49 49310 49 49828 50 50347 50 50866 49 51386 25 51417 17 51905 24 51937 15 52425 23 52457 13 52944 23 52979 9 53464 22 53499 7 53983 22 54498 27 55017 27 55537 25 56059 22 56580 20 57105 14 57628 10 58150 7 58670 6 59192 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,56129 10 56646 15 57164 19 57682 24 58201 26 58650 3 58720 28 59169 5 59239 29 59688 6 59758 30 60208 7 60277 31 60728 7 60796 32 61246 9 61316 31 61765 11 61835 32 62283 13 62354 32 62801 16 62874 31 63320 17 63393 31 63839 18 63913 31 64358 19 64403 2 64432 31 64877 21 64918 10 64952 31 65396 22 65436 12 65471 32 65915 23 65954 13 65991 32 66434 23 66473 14 66510 32 66953 23 66991 15 67029 32 67473 22 67509 16 67549 31 67992 22 68027 18 68070 29 68512 21 68546 20 68590 28 69031 21 69065 20 69109 29 69550 21 69584 20 69628 29 70068 22 70103 20 70147 29 70587 23 70622 20 70666 29 71106 23 71142 20 71185 29 71624 25 71663 20 71703 30 72143 26 72182 20 72221 31 72662 26 72701 21 72739 32 73181 27 73220 20 73257 32 73701 26 73740 19 73776 32 74226 20 74259 20 74295 32 74748 17 74778 20 74814 13 74830 14 75268 16 75297 20 75332 12 75352 9 75787 16 75816 20 75851 12 76308 14 76336 20 76368 13 76828 13 76856 21 76886 14 77348 12 77374 24 77404 14 77868 12 77892 44 78390 10 78410 45 78910 11 78928 46 79429 12 79446 16 79466 26 79949 12 79965 16 79987 24 80467 13 80485 16 80507 22 80986 13 81004 16 81027 20 81504 14 81524 16 81547 19 82023 16 82042 18 82067 18 82542 38 82587 16 83059 39 83112 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,82524 5 83043 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,2089 3 2606 6 3126 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,52 72 572 72 1092 16 1115 47 1613 11 1635 18 1660 20 2135 5 2154 17 2181 19 2673 17 2699 21 3192 17 3217 23 3711 18 3736 23 4230 19 4258 21 4750 19 4789 10 5269 20 5310 10 5788 20 5830 9 6307 20 6349 10 6827 20 6869 9 7346 21 7388 10 7866 22 7907 12 8385 23 8426 12 8905 23 8945 13 9424 24 9464 14 9943 25 9984 15 10462 25 10503 16 10981 26 11018 4 11030 9 11501 40 11553 5 12020 41 12073 3 12540 40 13060 38 13580 36 14099 25 14127 4 14618 24 15138 24 15657 24 16178 23 16698 22 17218 22 17737 23 18256 23 18777 21 19297 21 19816 21 20336 20 20856 20 21376 19 21895 20 22415 21 22934 25 23453 29 23973 31 24492 34 25013 36 25533 40 26054 40 26574 40 27094 40 27613 40 28133 40 28654 38 29175 36 29698 32 30221 29 30743 28 31263 28 31783 27 32304 26 32824 25 33344 24 33864 24 34384 24 34903 25 35423 25 35942 25 36462 24 36982 24 37502 24 38022 24 38542 23 39061 24 39581 24 40101 24 40620 24 41140 24 41659 24 42179 23 42699 22 43219 21 43738 21 44258 20 44777 20 45296 20 45816 19 46337 15 46857 12 47377 8 47900 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,23434 2 23950 8 24468 11 24986 13 25505 15 26024 16 26543 17 27062 19 27581 20 28100 21 28619 23 29138 24 29658 23 30177 23 30697 24 31216 26 31736 27 32255 30 32775 32 33294 35 33813 36 34333 37 34852 39 35372 39 35892 38 36412 38 36932 38 37452 38 37972 37 38492 36 39012 36 39531 36 40051 35 40572 34 41092 33 41612 32 42132 32 42652 31 43172 30 43692 30 44212 29 44731 29 45251 29 45772 26 46293 24 46813 23 47334 21 47854 20 48374 19 48894 17 49414 16 49934 15 50454 14 50973 13 51493 11 52017 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,68644 5 69162 8 69680 10 70199 12 70718 13 71237 14 71756 14 72274 17 72792 19 73311 19 73831 19 74351 19 74871 20 75390 22 75910 23 76428 26 76947 27 77465 28 77984 29 78503 31 79021 35 79059 4 79540 44 80060 43 80580 41 81101 39 81619 39 82138 39 82657 39 83178 37
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,138 17 657 17 1177 15 1699 8
